codeQuality,communication,problemSolving,timeManagement,assignment_score,codeQuality_variance,communication_variance,problemSolving_variance,timeManagement_variance,assignment_score_variance,success_rate,domain_count,PromotionStatus,designation_Software Engineer I,designation_Software Engineer II,designation_Software Engineer III,designation_Solution Consultant,designation_Solution Enabler
61.67,58.67,67.67,68.0,68.0,2785.33,2089.33,1390.33,421.0,388.0,0.6666666666666666,2,2,True,False,False,False,False
40.0,27.33,22.0,80.0,23.33,2128.0,481.33,36.0,148.0,446.33,0.0,2,0,False,False,False,True,False
28.0,22.33,53.0,48.0,83.67,559.0,257.33,2037.0,507.0,134.33,1.0,3,1,False,False,False,False,True
30.0,35.33,60.0,60.67,64.0,183.0,422.33,513.0,97.33,103.0,0.6666666666666666,1,1,False,True,False,False,False
51.67,67.0,56.33,61.0,36.33,316.33,259.0,1297.33,1168.0,2514.33,0.3333333333333333,2,1,False,False,False,True,False
31.0,48.67,59.67,40.33,34.67,1011.0,730.33,1094.33,58.33,345.33,0.0,2,1,False,True,False,False,False
8.0,52.33,57.67,28.67,59.33,79.0,1106.33,1262.33,569.33,2001.33,0.6666666666666666,2,0,False,False,True,False,False
63.0,2.67,72.0,36.33,54.67,871.0,14.33,223.0,289.33,840.33,0.3333333333333333,2,1,False,True,False,False,False
76.33,49.33,28.67,82.0,47.33,226.33,1852.33,197.33,252.0,1024.33,0.3333333333333333,2,2,False,False,False,False,True
28.33,53.0,30.0,18.0,69.67,582.33,1843.0,1159.0,52.0,310.33,0.6666666666666666,1,0,True,False,False,False,False
47.33,67.33,77.0,18.0,54.33,34.33,576.33,624.0,121.0,761.33,0.6666666666666666,2,1,True,False,False,False,False
38.33,80.33,55.67,49.33,51.0,2341.33,433.33,842.33,609.33,1675.0,0.3333333333333333,2,1,False,False,True,False,False
68.33,25.33,25.33,49.67,75.0,482.33,345.33,530.33,1594.33,1263.0,0.6666666666666666,2,1,False,False,True,False,False
49.33,47.67,37.67,42.33,50.67,1577.33,814.33,562.33,2500.33,1420.33,0.3333333333333333,3,1,False,True,False,False,False
69.0,74.0,85.0,65.33,19.33,844.0,592.0,91.0,145.33,346.33,0.0,3,2,False,True,False,False,False
28.67,33.0,48.33,62.0,49.67,880.33,336.0,1814.33,316.0,800.33,0.6666666666666666,3,1,False,False,False,True,False
24.0,55.33,67.0,31.33,76.0,988.0,1502.33,1147.0,960.33,193.0,1.0,2,1,False,True,False,False,False
57.67,41.0,90.67,52.33,43.0,1584.33,651.0,124.33,1761.33,2289.0,0.3333333333333333,3,2,False,False,False,False,True
51.0,83.67,32.0,14.0,62.0,817.0,65.33,439.0,124.0,1308.0,0.6666666666666666,2,1,False,True,False,False,False
61.33,45.67,53.0,41.33,33.67,696.33,2396.33,1812.0,1892.33,933.33,0.3333333333333333,2,1,True,False,False,False,False
3.67,43.0,67.0,89.0,69.0,4.33,1747.0,63.0,196.0,729.0,0.6666666666666666,3,1,True,False,False,False,False
52.33,71.0,38.0,26.0,19.33,1754.33,172.0,796.0,124.0,52.33,0.0,2,0,False,False,False,True,False
47.0,50.0,62.67,59.0,64.67,543.0,1053.0,1406.33,283.0,533.33,0.6666666666666666,3,2,False,False,True,False,False
42.67,67.33,29.33,50.67,90.33,782.33,464.33,345.33,201.33,66.33,1.0,2,2,False,True,False,False,False
60.33,59.33,43.67,57.0,55.0,1200.33,2145.33,276.33,1261.0,1089.0,0.3333333333333333,2,2,False,False,False,True,False
76.33,54.67,32.33,59.67,47.33,389.33,994.33,201.33,932.33,1814.33,0.3333333333333333,2,1,False,False,False,True,False
24.67,59.67,15.33,30.67,42.0,712.33,489.33,65.33,52.33,2451.0,0.3333333333333333,2,0,False,False,True,False,False
55.33,46.33,35.33,43.0,53.67,2110.33,809.33,754.33,144.0,670.33,0.3333333333333333,2,1,False,False,False,False,True
47.0,36.67,60.33,53.33,40.67,1153.0,652.33,1486.33,1066.33,94.33,0.0,1,1,False,True,False,False,False
63.0,45.0,67.67,22.33,62.0,919.0,1767.0,906.33,446.33,208.0,0.6666666666666666,1,1,False,False,False,False,True
48.67,41.33,20.0,31.67,87.0,1006.33,886.33,133.0,114.33,139.0,1.0,2,1,True,False,False,False,False
37.0,35.33,60.0,55.33,34.33,489.0,1190.33,1539.0,508.33,1812.33,0.3333333333333333,3,1,True,False,False,False,False
67.33,37.67,50.33,71.0,47.0,296.33,632.33,1374.33,1951.0,333.0,0.0,3,1,False,False,False,False,True
64.67,55.67,61.33,67.0,44.33,1157.33,1976.33,805.33,2281.0,212.33,0.0,3,2,False,False,False,False,True
35.67,39.0,36.33,37.67,49.33,694.33,351.0,1252.33,182.33,1436.33,0.3333333333333333,2,0,True,False,False,False,False
72.33,40.33,63.0,57.67,36.67,940.33,160.33,543.0,116.33,1792.33,0.3333333333333333,2,1,True,False,False,False,False
71.67,34.0,25.0,37.67,44.67,2004.33,292.0,111.0,994.33,586.33,0.3333333333333333,2,1,False,True,False,False,False
31.0,50.0,33.0,77.33,48.67,2107.0,108.0,2223.0,1049.33,1080.33,0.3333333333333333,3,1,True,False,False,False,False
38.33,55.0,38.0,33.67,60.33,1346.33,919.0,100.0,1472.33,2608.33,0.6666666666666666,2,1,False,False,False,True,False
55.67,77.33,21.67,74.0,17.33,1736.33,786.33,896.33,117.0,457.33,0.0,3,1,False,False,False,True,False
56.67,44.0,35.0,51.33,54.33,2084.33,1957.0,397.0,145.33,1552.33,0.6666666666666666,2,1,True,False,False,False,False
52.33,54.33,55.33,57.0,77.67,2164.33,1342.33,1137.33,1227.0,254.33,1.0,2,2,True,False,False,False,False
30.67,58.67,38.0,37.0,59.0,9.33,169.33,1533.0,277.0,553.0,0.6666666666666666,1,1,False,False,True,False,False
76.0,60.0,61.0,70.67,37.33,427.0,576.0,21.0,100.33,312.33,0.0,1,2,False,False,False,False,True
75.0,72.33,60.0,60.0,32.67,400.0,401.33,1399.0,873.0,2736.33,0.3333333333333333,2,2,False,False,False,True,False
44.0,45.0,55.0,74.0,23.0,652.0,844.0,1681.0,589.0,343.0,0.0,2,1,True,False,False,False,False
45.0,59.33,18.0,44.33,76.67,4.0,229.33,193.0,864.33,296.33,1.0,2,1,False,False,False,True,False
45.33,86.33,56.67,70.33,65.0,1472.33,24.33,690.33,730.33,2899.0,0.6666666666666666,2,2,False,False,False,True,False
48.0,58.0,12.67,37.67,11.0,1839.0,1467.0,114.33,1084.33,25.0,0.0,1,0,False,False,True,False,False
22.67,46.67,28.67,56.0,16.33,297.33,1889.33,352.33,964.0,102.33,0.0,2,0,False,False,True,False,False
51.0,75.67,63.0,43.67,47.67,577.0,1066.33,1699.0,1032.33,1766.33,0.3333333333333333,2,2,False,False,True,False,False
70.67,70.0,74.0,20.67,51.33,4.33,633.0,97.0,305.33,144.33,0.3333333333333333,2,2,True,False,False,False,False
5.67,74.0,65.67,44.67,41.33,66.33,292.0,552.33,1010.33,200.33,0.0,1,1,True,False,False,False,False
53.0,48.0,61.0,58.67,35.0,127.0,351.0,241.0,1094.33,244.0,0.0,3,1,False,False,False,False,True
55.33,76.67,41.0,67.33,62.33,489.33,32.33,651.0,652.33,2470.33,0.6666666666666666,2,2,False,False,True,False,False
66.0,46.67,52.33,62.67,59.67,291.0,332.33,446.33,737.33,120.33,0.6666666666666666,2,2,False,False,False,False,True
63.0,70.33,66.33,65.33,34.33,1279.0,65.33,332.33,120.33,389.33,0.0,2,2,False,True,False,False,False
51.0,62.67,72.67,58.33,25.0,433.0,741.33,1576.33,817.33,793.0,0.0,2,1,False,False,False,True,False
65.33,37.33,26.0,48.67,77.33,234.33,650.33,1171.0,1560.33,64.33,1.0,1,1,False,False,False,True,False
43.67,36.0,55.67,46.67,69.33,1416.33,243.0,506.33,46.33,1102.33,0.6666666666666666,2,1,False,False,False,True,False
50.67,36.33,62.0,78.33,47.67,881.33,945.33,619.0,329.33,2396.33,0.3333333333333333,2,1,False,False,True,False,False
44.67,32.0,27.33,28.33,23.67,1161.33,2271.0,1186.33,614.33,632.33,0.0,2,0,True,False,False,False,False
56.67,28.0,32.33,64.67,15.33,1484.33,259.0,905.33,604.33,146.33,0.0,2,0,True,False,False,False,False
53.33,55.67,60.33,39.0,49.33,1081.33,1058.33,762.33,381.0,2137.33,0.3333333333333333,2,1,False,False,False,True,False
46.33,60.0,47.0,47.0,44.67,156.33,889.0,1456.0,291.0,897.33,0.3333333333333333,2,1,False,False,True,False,False
54.0,31.0,58.67,40.0,42.0,1456.0,237.0,234.33,331.0,1872.0,0.3333333333333333,2,1,True,False,False,False,False
63.33,58.67,48.67,67.67,28.67,720.33,281.33,720.33,202.33,220.33,0.0,3,1,False,False,False,False,True
62.0,62.67,51.33,69.33,34.67,412.0,842.33,25.33,732.33,1476.33,0.3333333333333333,2,2,False,True,False,False,False
54.33,39.33,46.33,68.33,38.0,1374.33,2444.33,1554.33,564.33,1147.0,0.3333333333333333,2,1,False,True,False,False,False
84.67,41.0,35.0,54.67,61.0,32.33,399.0,651.0,824.33,73.0,0.6666666666666666,2,2,False,False,True,False,False
23.33,69.0,55.67,36.0,19.33,954.33,112.0,450.33,223.0,34.33,0.0,2,0,False,True,False,False,False
30.33,59.0,28.33,30.33,57.67,652.33,1021.0,1369.33,625.33,1594.33,0.6666666666666666,1,0,False,False,False,False,True
57.0,36.33,39.0,43.33,64.67,252.0,1230.33,961.0,824.33,434.33,0.6666666666666666,2,1,False,False,True,False,False
54.33,64.33,32.0,36.33,44.0,100.33,1992.33,873.0,1122.33,1164.0,0.3333333333333333,2,1,False,True,False,False,False
69.0,48.33,54.33,40.67,61.33,37.0,472.33,2232.33,917.33,1285.33,0.6666666666666666,2,1,False,False,False,True,False
27.0,27.0,55.67,29.33,36.0,171.0,351.0,641.33,1414.33,1264.0,0.3333333333333333,2,0,False,True,False,False,False
41.67,38.0,79.33,34.0,31.33,17.33,331.0,82.33,1333.0,1392.33,0.3333333333333333,2,1,True,False,False,False,False
70.67,76.67,57.0,29.0,37.33,9.33,350.33,2172.0,637.0,374.33,0.0,1,1,True,False,False,False,False
60.67,66.33,20.33,57.33,58.0,1584.33,582.33,312.33,46.33,723.0,0.6666666666666666,2,1,False,False,True,False,False
17.33,60.0,57.0,42.33,29.0,580.33,907.0,1051.0,894.33,679.0,0.0,2,0,True,False,False,False,False
13.33,59.67,47.67,35.33,66.33,208.33,894.33,37.33,1509.33,630.33,0.6666666666666666,2,1,False,False,False,True,False
75.67,32.67,59.0,32.67,55.0,144.33,849.33,111.0,1290.33,1137.0,0.3333333333333333,3,1,False,True,False,False,False
25.67,32.0,28.0,33.33,49.67,936.33,397.0,1372.0,440.33,1126.33,0.3333333333333333,2,0,False,True,False,False,False
55.33,46.33,59.67,22.0,28.0,160.33,1445.33,2232.33,469.0,57.0,0.0,2,1,True,False,False,False,False
50.33,24.0,73.33,51.67,57.67,1408.33,997.0,417.33,530.33,1304.33,0.6666666666666666,2,1,False,False,False,True,False
32.67,79.33,75.67,37.67,10.0,586.33,569.33,82.33,1258.33,67.0,0.0,3,1,True,False,False,False,False
51.33,45.33,28.33,57.0,58.0,1649.33,220.33,401.33,1300.0,468.0,0.3333333333333333,1,1,False,True,False,False,False
64.0,40.0,37.67,42.33,29.67,301.0,1519.0,497.33,212.33,1226.33,0.3333333333333333,2,1,False,False,False,True,False
62.33,50.67,56.67,32.67,9.67,2742.33,258.33,1346.33,24.33,156.33,0.0,3,1,False,False,False,False,True
43.0,38.0,60.67,49.33,62.67,1267.0,193.0,1496.33,961.33,284.33,0.3333333333333333,2,1,False,True,False,False,False
57.33,75.67,77.67,80.67,56.33,1477.33,533.33,404.33,672.33,1161.33,0.6666666666666666,2,2,False,False,False,False,True
75.67,39.67,46.67,61.0,27.67,105.33,1220.33,240.33,927.0,382.33,0.0,1,1,False,False,False,True,False
30.67,88.0,30.33,54.33,66.67,584.33,63.0,1022.33,209.33,857.33,0.6666666666666666,2,1,False,True,False,False,False
59.33,33.33,84.67,51.67,58.33,234.33,65.33,89.33,1972.33,2004.33,0.6666666666666666,2,2,False,False,False,True,False
49.67,39.67,69.0,80.33,9.33,1870.33,329.33,124.0,374.33,36.33,0.0,2,1,False,False,True,False,False
37.33,72.0,42.33,74.33,30.33,862.33,228.0,1944.33,154.33,169.33,0.0,2,1,False,False,False,False,True
85.33,53.0,65.67,54.67,46.0,8.33,624.0,345.33,702.33,2179.0,0.3333333333333333,2,2,False,False,True,False,False
50.0,61.0,49.0,54.0,73.33,1567.0,1209.0,91.0,1737.0,60.33,1.0,2,2,False,False,False,False,True
62.67,54.33,42.67,40.0,25.0,1122.33,1045.33,132.33,1891.0,300.0,0.0,2,1,True,False,False,False,False
47.0,48.33,61.33,40.67,52.33,244.0,210.33,2846.33,1842.33,1497.33,0.3333333333333333,1,1,False,False,False,True,False
76.67,43.67,53.33,30.67,70.67,966.33,2410.33,1552.33,277.33,441.33,0.6666666666666666,2,1,False,True,False,False,False
24.67,53.0,55.33,60.67,39.0,44.33,592.0,16.33,1186.33,1075.0,0.3333333333333333,2,1,False,False,False,False,True
35.33,62.33,69.33,69.0,42.33,1256.33,761.33,136.33,567.0,730.33,0.3333333333333333,2,2,False,False,False,True,False
40.33,58.33,26.67,44.0,52.67,1046.33,2114.33,1408.33,1261.0,609.33,0.3333333333333333,1,1,True,False,False,False,False
57.0,8.0,65.0,46.0,63.0,463.0,169.0,1596.0,468.0,252.0,0.6666666666666666,1,1,False,False,True,False,False
60.33,41.67,46.0,58.0,49.0,185.33,1900.33,1369.0,853.0,597.0,0.3333333333333333,2,1,False,True,False,False,False
45.67,68.67,53.33,81.67,81.0,1861.33,70.33,229.33,332.33,61.0,1.0,1,2,False,False,False,True,False
34.0,37.67,66.67,36.33,40.0,679.0,654.33,1381.33,681.33,2149.0,0.3333333333333333,2,1,False,False,False,False,True
48.67,36.33,62.0,47.67,34.67,1124.33,1374.33,1501.0,184.33,906.33,0.0,3,1,False,False,True,False,False
24.0,46.0,37.0,46.33,50.67,1267.0,1300.0,732.0,1654.33,81.33,0.3333333333333333,2,0,False,False,False,False,True
56.0,21.33,52.33,65.67,55.67,91.0,261.33,1054.33,466.33,2336.33,0.6666666666666666,2,1,False,False,False,True,False
70.0,35.0,43.67,65.67,60.0,637.0,64.0,294.33,752.33,2653.0,0.6666666666666666,2,1,False,False,False,True,False
54.33,45.0,31.67,44.0,40.67,65.33,604.0,2469.33,1084.0,254.33,0.0,2,1,False,False,False,True,False
28.0,34.0,38.0,53.0,42.0,109.0,1951.0,1996.0,133.0,559.0,0.3333333333333333,2,0,True,False,False,False,False
60.67,68.33,31.0,32.67,46.67,1262.33,2474.33,271.0,142.33,97.33,0.0,2,1,False,False,False,True,False
48.0,39.67,56.0,30.33,44.0,919.0,324.33,1936.0,236.33,1029.0,0.3333333333333333,2,1,False,False,False,True,False
49.0,68.67,53.67,67.0,74.33,931.0,705.33,2080.33,1831.0,234.33,1.0,2,2,False,False,False,True,False
67.33,66.0,35.67,51.0,71.67,1529.33,301.0,236.33,52.0,560.33,0.3333333333333333,2,2,False,False,True,False,False
27.0,27.0,34.33,58.33,67.33,28.0,79.0,932.33,542.33,961.33,0.6666666666666666,2,1,True,False,False,False,False
31.33,60.67,60.33,45.0,29.33,1196.33,676.33,1662.33,1264.0,152.33,0.0,3,1,False,False,True,False,False
36.33,48.0,77.0,50.33,89.33,40.33,976.0,559.0,745.33,64.33,1.0,2,2,False,False,True,False,False
43.33,53.67,73.0,20.67,44.33,584.33,1600.33,268.0,576.33,552.33,0.3333333333333333,2,1,False,False,False,False,True
53.0,53.0,75.67,36.0,31.33,724.0,84.0,394.33,1296.0,730.33,0.0,3,1,False,False,False,False,True
74.33,43.67,69.67,21.0,58.0,842.33,1276.33,556.33,436.0,2644.0,0.6666666666666666,2,1,False,False,False,True,False
30.67,54.67,52.67,55.33,41.33,345.33,1369.33,1570.33,1630.33,1560.33,0.3333333333333333,2,1,False,False,True,False,False
47.0,40.0,39.67,57.0,62.67,1279.0,976.0,1046.33,1359.0,654.33,0.3333333333333333,2,1,False,True,False,False,False
61.0,42.67,61.33,65.33,52.67,103.0,2521.33,1233.33,352.33,380.33,0.3333333333333333,2,2,False,False,False,True,False
52.0,31.0,27.0,82.67,53.33,775.0,469.0,2107.0,254.33,1058.33,0.3333333333333333,2,1,False,False,False,True,False
69.33,45.67,50.67,65.0,80.67,382.33,345.33,649.33,1029.0,210.33,1.0,2,2,True,False,False,False,False
60.67,25.67,42.33,37.67,49.0,1145.33,745.33,1265.33,1942.33,192.0,0.0,2,1,True,False,False,False,False
52.0,45.67,74.67,58.33,28.33,1029.0,1484.33,737.33,446.33,69.33,0.0,2,1,False,False,False,True,False
41.33,65.67,59.67,67.33,58.33,940.33,158.33,982.33,236.33,676.33,0.3333333333333333,2,2,False,True,False,False,False
51.0,60.0,70.33,65.33,42.0,192.0,1407.0,672.33,1841.33,1351.0,0.3333333333333333,2,2,False,False,False,False,True
73.67,46.67,50.0,27.0,40.33,1852.33,1714.33,1561.0,79.0,1505.33,0.3333333333333333,2,1,False,False,False,True,False
13.0,37.33,74.67,45.67,59.0,139.0,933.33,464.33,564.33,1119.0,0.3333333333333333,1,1,False,False,True,False,False
49.33,65.67,59.33,39.0,71.0,1161.33,2242.33,1012.33,972.0,2437.0,0.6666666666666666,2,2,False,False,True,False,False
81.0,59.33,53.67,14.67,49.33,175.0,1500.33,1606.33,482.33,1858.33,0.3333333333333333,2,1,False,False,True,False,False
36.33,44.0,72.67,49.0,62.0,856.33,976.0,1576.33,1953.0,1141.0,0.3333333333333333,2,1,False,False,False,False,True
89.33,47.33,51.33,11.67,77.0,121.33,1850.33,1850.33,101.33,439.0,0.6666666666666666,2,2,False,False,False,False,True
58.67,42.67,53.67,29.0,54.33,1562.33,1512.33,1192.33,1327.0,145.33,0.3333333333333333,3,1,False,False,False,False,True
68.0,84.67,60.0,34.67,76.0,1332.0,257.33,36.0,85.33,507.0,0.6666666666666666,2,2,True,False,False,False,False
61.67,65.33,42.0,63.67,33.67,462.33,1032.33,1087.0,450.33,208.33,0.0,3,1,False,False,False,False,True
29.0,37.0,36.33,39.0,62.0,1117.0,79.0,516.33,741.0,711.0,0.6666666666666666,3,0,False,False,True,False,False
52.33,68.0,52.0,44.33,73.33,104.33,1981.0,1456.0,517.33,1046.33,0.6666666666666666,2,2,False,False,False,True,False
72.67,51.0,55.0,65.67,56.33,610.33,1008.0,1621.0,401.33,1017.33,0.3333333333333333,2,2,False,False,False,False,True
37.0,16.33,52.0,58.0,63.33,1051.0,336.33,304.0,1939.0,1144.33,0.6666666666666666,3,1,False,False,False,True,False
38.0,18.0,50.67,51.0,72.33,775.0,144.0,1521.33,1351.0,340.33,0.6666666666666666,3,1,True,False,False,False,False
41.0,78.33,59.0,39.33,36.33,507.0,310.33,2547.0,385.33,858.33,0.0,2,1,False,False,True,False,False
48.33,52.33,61.33,68.33,73.33,1922.33,808.33,376.33,404.33,64.33,1.0,2,2,True,False,False,False,False
81.33,30.33,34.33,29.33,18.0,409.33,662.33,881.33,161.33,97.0,0.0,2,0,False,True,False,False,False
84.33,46.33,75.33,54.33,68.33,234.33,1681.33,212.33,856.33,1046.33,0.6666666666666666,2,2,False,False,True,False,False
29.0,29.33,33.33,41.67,39.33,784.0,660.33,1108.33,136.33,186.33,0.0,2,0,False,False,True,False,False
73.0,59.0,60.0,41.33,42.67,73.0,427.0,1657.0,481.33,80.33,0.0,2,2,False,False,True,False,False
45.0,77.33,38.67,36.67,19.67,964.0,74.33,576.33,520.33,450.33,0.0,2,1,False,False,True,False,False
38.0,57.67,48.67,52.33,67.67,1381.0,400.33,1304.33,1250.33,1606.33,0.6666666666666666,3,1,True,False,False,False,False
64.67,32.33,30.67,23.33,41.0,132.33,32.33,1.33,614.33,859.0,0.3333333333333333,3,0,True,False,False,False,False
64.67,26.67,38.0,49.33,46.0,457.33,405.33,331.0,1816.33,327.0,0.3333333333333333,3,1,False,False,False,True,False
63.0,45.33,38.33,69.0,50.0,1057.0,165.33,856.33,853.0,967.0,0.3333333333333333,2,1,False,False,False,True,False
52.67,75.67,62.67,33.33,20.67,842.33,472.33,886.33,940.33,233.33,0.0,3,1,False,True,False,False,False
65.67,19.67,69.67,59.67,16.67,369.33,186.33,492.33,702.33,602.33,0.0,2,1,True,False,False,False,False
54.33,28.33,56.0,35.67,60.67,305.33,558.33,1183.0,234.33,356.33,0.6666666666666666,2,1,False,False,False,False,True
46.0,63.33,39.0,40.67,94.0,1141.0,710.33,304.0,492.33,48.0,1.0,2,2,True,False,False,False,False
42.33,33.0,61.33,43.33,67.33,56.33,523.0,1185.33,446.33,50.33,1.0,2,1,False,False,False,True,False
68.33,52.67,37.33,61.33,34.33,602.33,384.33,1934.33,384.33,994.33,0.3333333333333333,3,1,False,False,False,False,True
72.33,42.0,52.67,54.0,42.0,244.33,1443.0,1892.33,1467.0,43.0,0.0,2,1,True,False,False,False,False
60.33,52.33,49.33,57.33,40.33,625.33,1797.33,858.33,400.33,1130.33,0.3333333333333333,2,1,True,False,False,False,False
48.67,73.33,54.33,52.33,41.67,2046.33,409.33,681.33,1957.33,2021.33,0.3333333333333333,3,1,False,False,False,True,False
54.33,50.67,46.33,37.0,66.0,382.33,1465.33,1976.33,2251.0,364.0,0.6666666666666666,3,1,False,False,False,False,True
48.67,46.67,37.33,33.33,37.67,1696.33,208.33,124.33,2266.33,580.33,0.0,2,0,True,False,False,False,False
40.0,14.67,42.33,77.0,34.67,1236.0,69.33,1089.33,399.0,292.33,0.0,2,0,False,True,False,False,False
44.33,37.67,28.67,36.0,84.67,2242.33,225.33,940.33,741.0,49.33,1.0,2,1,True,False,False,False,False
49.67,42.0,43.67,71.0,37.0,1772.33,588.0,1045.33,229.0,1699.0,0.3333333333333333,2,1,False,False,True,False,False
22.67,64.0,79.33,31.33,30.0,522.33,1183.0,936.33,472.33,388.0,0.0,2,1,False,True,False,False,False
6.67,18.33,40.67,35.67,61.33,66.33,169.33,224.33,836.33,786.33,0.3333333333333333,2,0,True,False,False,False,False
50.67,50.0,35.67,54.33,42.67,104.33,613.0,1089.33,716.33,1322.33,0.3333333333333333,2,1,False,True,False,False,False
38.67,43.0,59.0,51.67,85.67,390.33,607.0,301.0,2366.33,286.33,1.0,2,2,False,False,False,False,True
50.67,30.67,38.33,64.67,61.67,905.33,1640.33,2785.33,277.33,1270.33,0.6666666666666666,2,1,False,False,False,False,True
70.67,23.67,36.33,43.67,42.0,324.33,242.33,457.33,136.33,1549.0,0.3333333333333333,2,1,False,False,False,True,False
66.67,74.67,31.67,27.33,58.67,620.33,0.33,460.33,760.33,996.33,0.6666666666666666,3,1,False,False,False,False,True
39.67,47.33,45.33,63.67,48.33,1025.33,965.33,1865.33,1129.33,1697.33,0.3333333333333333,2,1,False,False,False,True,False
31.33,54.0,27.67,37.0,43.33,154.33,427.0,177.33,337.0,1760.33,0.3333333333333333,1,0,False,False,True,False,False
20.0,70.33,32.33,44.0,55.0,379.0,481.33,836.33,973.0,129.0,0.3333333333333333,2,1,False,True,False,False,False
32.33,73.0,45.0,55.0,82.33,316.33,684.0,876.0,1807.0,209.33,1.0,3,2,False,False,True,False,False
21.33,46.67,83.0,88.67,37.67,410.33,1094.33,457.0,101.33,956.33,0.3333333333333333,2,2,False,False,True,False,False
29.67,41.0,44.67,61.67,51.0,440.33,1267.0,645.33,74.33,1471.0,0.3333333333333333,2,1,False,False,True,False,False
68.0,56.67,43.0,26.0,13.0,289.0,1312.33,1699.0,379.0,19.0,0.0,2,0,False,False,False,False,True
51.33,54.33,43.67,38.0,40.67,1241.33,1640.33,632.33,916.0,1174.33,0.3333333333333333,2,1,False,False,False,False,True
54.0,47.33,62.33,20.0,46.0,1456.0,1726.33,2572.33,97.0,589.0,0.3333333333333333,2,1,False,False,True,False,False
23.0,50.0,63.0,44.67,47.67,549.0,2077.0,2509.0,1012.33,312.33,0.3333333333333333,1,1,False,True,False,False,False
71.33,71.0,42.0,36.67,62.67,505.33,1083.0,1971.0,1330.33,796.33,0.3333333333333333,3,2,False,True,False,False,False
55.67,40.67,70.0,15.67,35.33,1929.33,145.33,892.0,54.33,1414.33,0.3333333333333333,3,1,True,False,False,False,False
11.67,61.0,48.67,51.0,41.0,284.33,403.0,1561.33,624.0,73.0,0.0,3,1,False,True,False,False,False
50.67,41.33,37.0,53.0,38.67,2001.33,940.33,307.0,1533.0,770.33,0.3333333333333333,1,1,True,False,False,False,False
56.33,59.0,52.0,82.33,65.0,2590.33,1831.0,484.0,2.33,2701.0,0.6666666666666666,2,2,False,False,True,False,False
60.0,31.33,34.33,47.0,68.0,217.0,754.33,137.33,588.0,1069.0,0.6666666666666666,3,1,False,False,False,True,False
60.67,66.67,75.0,55.0,75.0,1714.33,264.33,469.0,475.0,829.0,0.6666666666666666,3,2,True,False,False,False,False
25.33,53.67,49.0,69.0,51.0,405.33,401.33,1501.0,607.0,1147.0,0.6666666666666666,2,1,True,False,False,False,False
35.0,14.67,23.67,17.67,67.33,2107.0,154.33,740.33,284.33,837.33,0.6666666666666666,2,0,False,False,False,False,True
38.33,62.33,68.33,44.0,43.0,530.33,1192.33,1494.33,991.0,1764.0,0.3333333333333333,2,1,True,False,False,False,False
45.33,39.0,48.33,68.33,54.0,1182.33,1053.0,1765.33,1226.33,556.0,0.6666666666666666,3,1,False,False,True,False,False
32.67,47.0,53.33,34.0,31.67,30.33,1747.0,265.33,829.0,2552.33,0.3333333333333333,2,0,False,False,True,False,False
72.0,45.33,42.67,47.67,20.67,811.0,654.33,2220.33,1412.33,72.33,0.0,2,1,True,False,False,False,False
56.67,48.67,45.33,45.0,27.67,620.33,841.33,1.33,883.0,1542.33,0.3333333333333333,1,1,False,False,False,False,True
55.0,63.0,14.0,32.33,14.67,367.0,1429.0,403.0,1706.33,0.33,0.0,3,0,False,False,False,True,False
31.67,53.33,67.67,54.33,34.33,465.33,1374.33,229.33,104.33,49.33,0.0,2,1,False,False,False,False,True
48.67,56.0,64.0,47.0,74.33,162.33,163.0,793.0,1321.0,1346.33,0.6666666666666666,3,2,False,False,True,False,False
65.67,37.0,43.33,36.0,52.67,108.33,981.0,1094.33,1119.0,156.33,0.3333333333333333,2,1,False,False,True,False,False
47.0,10.67,57.0,40.33,54.67,567.0,126.33,1300.0,576.33,1297.33,0.3333333333333333,2,0,False,True,False,False,False
38.0,46.33,47.0,21.33,20.67,21.0,965.33,576.0,641.33,366.33,0.0,2,0,False,True,False,False,False
48.0,69.0,53.0,52.33,55.33,727.0,211.0,687.0,6.33,1114.33,0.6666666666666666,1,2,False,False,False,False,True
41.33,35.33,58.0,51.67,51.33,960.33,894.33,921.0,1290.33,1260.33,0.3333333333333333,2,1,False,True,False,False,False
15.33,74.0,65.67,75.0,39.0,226.33,133.0,940.33,361.0,669.0,0.3333333333333333,3,1,False,True,False,False,False
56.67,29.33,39.33,58.0,40.33,1445.33,529.33,2529.33,244.0,1785.33,0.3333333333333333,2,1,False,False,False,False,True
32.67,58.67,41.67,38.0,45.0,2149.33,390.33,752.33,732.0,541.0,0.3333333333333333,3,1,False,False,False,False,True
54.33,68.33,22.0,17.0,23.0,112.33,1557.33,981.0,19.0,1039.0,0.3333333333333333,1,0,False,False,True,False,False
54.67,63.33,45.33,64.0,47.0,786.33,8.33,382.33,193.0,19.0,0.0,2,1,False,False,False,False,True
59.67,79.67,83.67,43.67,52.67,170.33,492.33,30.33,400.33,597.33,0.3333333333333333,2,2,True,False,False,False,False
42.0,50.0,80.33,64.67,73.33,1873.0,436.0,645.33,464.33,316.33,0.6666666666666666,3,2,False,False,True,False,False
24.33,44.67,54.67,86.33,54.67,41.33,604.33,1552.33,101.33,1244.33,0.6666666666666666,2,1,False,True,False,False,False
