employeeId,trainingId,trainerId,codeQuality,communication,problemSolving,timeManagement,assignment_score
8577,27,92,0,5,86,78,39
8577,18,159,77,74,42,24,25
8577,13,76,24,60,89,50,91
8578,32,75,18,45,1,88,43
8578,20,35,12,69,94,99,13
8578,5,70,94,9,79,19,38
8579,31,83,5,32,28,72,83
8579,36,201,92,36,14,60,82
8579,1,102,15,7,77,31,42
8580,50,70,58,78,32,18,26
8580,26,54,60,39,73,64,11
8580,25,103,68,78,53,92,61
8581,22,104,22,56,49,49,30
8581,16,91,17,14,32,30,88
8581,46,187,15,5,75,35,1
8582,23,137,71,40,32,41,60
8582,47,122,28,13,37,59,65
8582,18,159,51,12,39,52,13
8583,31,83,67,80,11,90,99
8583,28,134,53,57,1,55,75
8583,44,135,95,55,5,18,93
8584,45,120,88,100,1,10,72
8584,8,44,57,59,15,91,21
8584,37,199,1,19,26,18,44
8585,8,44,27,75,36,79,27
8585,41,168,80,34,6,95,2
8585,29,159,51,79,79,74,46
8586,34,80,10,33,84,19,34
8586,28,134,50,61,9,51,0
8586,5,70,23,36,98,8,36
8587,33,136,67,2,21,87,56
8587,19,199,93,23,7,96,76
8587,50,70,0,18,53,91,8
8588,19,199,68,38,67,88,31
8588,29,159,55,47,40,90,57
8588,5,70,16,93,53,77,79
8589,12,156,55,10,72,83,32
8589,6,76,31,51,40,70,53
8589,4,113,100,42,61,92,71
8590,44,135,63,59,72,5,0
8590,26,54,78,42,18,39,5
8590,16,91,34,85,75,32,6
8591,1,102,70,20,97,42,93
8591,28,134,78,98,86,44,32
8591,48,146,50,90,26,42,66
8592,9,172,80,63,54,38,11
8592,15,126,96,20,46,26,26
8592,13,76,1,38,38,62,89
8593,22,104,5,49,100,91,35
8593,35,21,82,29,15,83,19
8593,48,146,91,98,62,58,3
8594,27,92,54,4,68,74,46
8594,16,91,60,42,26,11,91
8594,14,219,10,9,15,11,0
8595,22,104,55,32,55,6,85
8595,40,194,5,96,52,69,57
8595,41,168,7,65,68,47,41
8596,46,187,91,66,83,59,19
8596,30,49,17,58,61,43,52
8596,27,92,63,0,25,6,1
8597,4,113,14,67,86,27,28
8597,2,86,89,36,26,16,43
8597,40,194,2,3,28,28,96
8598,29,159,48,66,15,51,92
8598,47,122,100,48,24,35,41
8598,37,199,67,51,88,73,53
8599,20,35,29,27,50,61,66
8599,39,180,60,59,3,53,73
8599,1,102,59,80,8,36,31
8600,35,21,51,97,51,58,93
8600,9,172,23,32,90,67,48
8600,28,134,53,77,67,98,42
8601,6,76,51,43,44,71,64
8601,20,35,69,89,11,39,13
8601,31,83,59,33,37,81,67
8602,48,146,57,29,74,14,27
8602,47,122,82,40,46,37,11
8602,41,168,45,45,65,25,6
8603,6,76,73,89,14,32,33
8603,27,92,12,6,57,99,61
8603,1,102,3,68,26,42,92
8604,17,180,31,20,59,26,96
8604,39,180,72,35,39,38,36
8604,9,172,93,83,70,5,63
8605,38,159,15,75,53,37,76
8605,25,103,52,32,82,28,73
8605,9,172,71,88,40,17,2
8606,11,88,93,3,77,88,46
8606,9,172,78,54,2,54,32
8606,24,62,85,100,96,34,48
8607,6,76,31,77,64,9,90
8607,22,104,53,5,48,64,51
8607,15,126,67,54,95,20,35
8608,50,70,93,36,59,3,13
8608,49,148,7,18,10,5,93
8608,37,199,21,91,94,8,40
8609,49,148,37,94,100,100,79
8609,26,54,77,79,33,66,92
8609,15,126,59,92,71,84,99
8610,39,180,22,96,19,89,7
8610,20,35,37,58,84,77,59
8610,40,194,25,8,50,42,38
8611,32,75,97,81,82,48,63
8611,6,76,20,53,82,33,78
8611,19,199,46,95,9,6,51
8612,22,104,9,20,50,49,40
8612,4,113,78,42,16,98,7
8612,3,153,56,61,95,70,82
8613,14,219,45,48,91,2,3
8613,6,76,56,74,7,45,60
8613,16,91,55,28,44,48,35
8614,27,92,85,63,99,63,34
8614,11,88,9,98,48,20,99
8614,17,180,24,23,6,45,30
8615,31,83,2,4,90,68,2
8615,25,103,21,74,0,89,9
8615,37,199,13,26,0,73,40
8616,38,159,22,54,0,14,91
8616,40,194,41,5,26,31,19
8616,15,126,53,68,16,41,93
8617,27,92,13,27,72,41,92
8617,23,137,15,79,83,16,32
8617,8,44,61,15,10,65,27
8618,30,49,21,28,98,59,92
8618,33,136,73,44,99,87,35
8618,11,88,63,35,68,76,99
8619,48,146,82,42,13,32,94
8619,37,199,78,86,61,9,22
8619,29,159,5,41,37,94,7
8620,33,136,11,19,93,4,65
8620,19,199,21,76,66,67,64
8620,32,75,49,81,36,76,80
8621,23,137,53,18,51,25,40
8621,25,103,79,77,85,60,84
8621,27,92,12,98,50,78,26
8622,23,137,54,36,19,40,89
8622,18,159,85,5,35,70,6
8622,40,194,38,87,15,87,40
8623,10,61,50,14,45,49,95
8623,3,153,63,87,32,7,30
8623,32,75,66,48,24,84,38
8624,37,199,93,97,40,9,15
8624,31,83,83,43,16,78,76
8624,26,54,87,79,91,51,16
8625,11,88,79,91,82,32,12
8625,27,92,17,20,90,20,82
8625,8,44,89,48,78,26,4
8626,40,194,68,52,12,24,63
8626,7,73,96,21,71,44,8
8626,4,113,16,93,87,8,28
8627,25,103,67,46,41,0,84
8627,26,54,32,71,91,20,96
8627,32,75,22,41,47,89,71
8628,47,122,67,0,37,69,11
8628,39,180,85,64,56,47,4
8628,17,180,89,12,51,56,69
8629,10,61,92,53,3,16,5
8629,38,159,72,22,35,12,62
8629,22,104,12,99,56,65,19
8630,35,21,33,19,41,28,86
8630,50,70,71,37,46,23,85
8630,36,201,52,98,87,37,33
8631,5,70,69,42,44,64,70
8631,16,91,69,36,8,94,5
8631,36,201,9,38,12,1,99
8632,45,120,24,66,8,79,23
8632,42,57,71,6,21,98,94
8632,43,138,46,7,100,8,76
8633,29,159,36,75,97,62,93
8633,14,219,18,1,9,41,44
8633,18,159,37,51,73,78,98
8634,22,104,97,78,20,87,53
8634,44,135,78,47,83,17,76
8634,20,35,70,29,80,100,26
8635,3,153,3,82,84,30,87
8635,36,201,84,15,15,10,84
8635,32,75,87,2,47,91,43
8636,35,21,42,86,34,58,52
8636,46,187,11,93,61,32,91
8636,20,35,7,100,94,2,3
8637,23,137,39,75,22,98,71
8637,27,92,69,54,2,76,91
8637,49,148,65,60,13,75,17
8638,36,201,19,30,6,10,77
8638,21,191,86,56,88,89,63
8638,46,187,67,84,53,75,52
8639,26,54,57,55,23,16,64
8639,11,88,36,17,9,64,44
8639,13,76,2,22,16,9,47
8640,18,159,21,37,11,48,1
8640,19,199,85,68,82,44,66
8640,27,92,63,43,17,98,80
8641,15,126,32,83,48,4,49
8641,34,80,48,63,95,69,82
8641,20,35,22,33,22,7,62
8642,40,194,75,19,43,57,54
8642,9,172,54,9,47,100,48
8642,4,113,30,22,94,55,47
8643,43,138,97,50,2,88,45
8643,16,91,87,3,31,59,90
8643,13,76,4,13,55,72,38
8644,15,126,61,27,81,76,84
8644,2,86,78,90,10,26,20
8644,26,54,17,63,4,67,96
8645,8,44,52,68,98,69,57
8645,28,134,65,96,97,33,100
8645,37,199,21,49,79,46,35
8646,40,194,98,30,88,71,12
8646,8,44,15,90,3,2,33
8646,12,156,76,44,3,34,86
8647,41,168,68,93,96,71,89
8647,39,180,100,64,1,83,59
8647,4,113,97,31,47,40,26
8648,13,76,60,65,6,50,1
8648,6,76,87,95,18,63,34
8648,9,172,61,14,28,8,56
8649,16,91,75,1,31,42,55
8649,21,191,21,20,42,35,90
8649,19,199,44,73,41,79,20
8650,32,75,77,60,97,42,11
8650,16,91,89,53,84,54,0
8650,43,138,83,52,41,3,60
8651,48,146,54,47,59,47,11
8651,5,70,27,15,97,10,16
8651,6,76,81,59,7,48,38
8652,4,113,28,82,37,92,49
8652,6,76,89,26,59,83,34
8652,39,180,79,65,12,84,48
8653,34,80,95,29,50,27,14
8653,31,83,78,46,98,8,29
8653,48,146,89,72,3,13,30
8654,34,80,76,87,2,12,7
8654,49,148,75,24,65,93,42
8654,50,70,77,12,67,77,39
8655,12,156,31,43,28,39,3
8655,9,172,16,76,47,22,1
8655,37,199,79,25,43,99,60
8656,50,70,0,49,57,68,31
8656,13,76,16,7,8,14,4
8656,17,180,43,13,29,88,93
8657,10,61,98,1,96,76,23
8657,44,135,1,25,40,53,26
8657,33,136,21,92,27,36,94
8658,25,103,41,8,3,36,20
8658,37,199,28,53,99,46,22
8658,49,148,20,50,60,100,16
8659,36,201,42,20,97,80,45
8659,48,146,60,66,84,32,68
8659,14,219,26,37,74,13,27
8660,6,76,15,66,16,66,9
8660,18,159,79,85,16,77,64
8660,34,80,58,81,62,52,12
8661,26,54,64,50,17,46,51
8661,4,113,45,59,54,55,4
8661,23,137,41,13,0,43,45
8662,35,21,9,68,6,24,65
8662,40,194,36,40,11,76,5
8662,11,88,85,97,27,14,28
8663,45,120,24,14,32,78,41
8663,39,180,58,34,13,64,44
8663,35,21,63,38,60,8,10
8664,28,134,87,26,69,55,96
8664,18,159,26,23,96,37,42
8664,6,76,62,65,37,76,1
8665,15,126,15,43,62,46,6
8665,33,136,66,57,69,57,30
8665,5,70,14,78,97,84,23
8666,16,91,54,52,28,16,16
8666,5,70,74,90,60,32,34
8666,30,49,48,27,74,24,26
8667,48,146,48,49,86,35,70
8667,18,159,9,38,32,11,84
8667,42,57,65,68,17,4,66
8668,5,70,0,77,81,28,47
8668,2,86,1,84,24,94,69
8668,24,62,96,20,15,45,82
8669,45,120,97,90,21,34,73
8669,32,75,23,79,36,49,56
8669,2,86,1,99,34,31,17
8670,29,159,62,29,17,10,17
8670,33,136,9,7,13,93,94
8670,5,70,46,86,29,7,77
8671,31,83,87,67,12,10,54
8671,46,187,54,100,12,98,75
8671,50,70,75,32,97,67,65
8672,28,134,55,33,9,14,35
8672,40,194,17,21,24,41,84
8672,21,191,8,69,60,68,56
8673,19,199,76,88,13,37,20
8673,48,146,1,55,44,8,76
8673,2,86,9,8,41,0,97
8674,8,44,84,87,88,8,87
8674,19,199,20,35,86,70,25
8674,16,91,83,34,72,29,100
8675,9,172,55,89,95,0,56
8675,7,73,51,2,87,91,14
8675,20,35,9,73,36,13,97
8676,6,76,57,72,51,89,72
8676,21,191,37,73,37,38,34
8676,49,148,92,9,43,22,78
8677,14,219,71,34,18,75,32
8677,35,21,80,18,38,49,1
8677,19,199,51,5,42,18,47
8678,16,91,51,61,78,25,60
8678,39,180,68,53,0,47,71
8678,5,70,77,66,45,25,45
8679,6,76,42,26,80,63,93
8679,31,83,6,56,98,95,86
8679,35,21,7,28,33,28,81
8680,18,159,33,64,72,48,97
8680,9,172,93,0,41,88,79
8680,23,137,7,86,80,42,51
8681,38,159,59,87,6,59,58
8681,6,76,76,97,5,51,15
8681,22,104,50,6,23,42,44
8682,18,159,13,95,43,92,41
8682,5,70,71,96,45,92,75
8682,49,148,41,51,37,46,7
8683,47,122,77,52,64,58,26
8683,11,88,67,72,31,39,31
8683,4,113,31,54,17,2,76
8684,39,180,93,48,26,9,37
8684,21,191,70,42,39,9,98
8684,27,92,74,69,55,77,74
8685,1,102,13,55,71,84,42
8685,11,88,70,12,29,41,52
8685,33,136,33,27,49,10,31
8686,41,168,37,19,51,31,33
8686,44,135,38,6,6,73,29
8686,24,62,61,36,47,50,64
8687,13,76,45,61,20,2,6
8687,22,104,72,59,53,4,94
8687,23,137,70,97,5,10,37
8688,12,156,25,15,92,87,95
8688,17,180,47,98,68,98,47
8688,42,57,10,78,98,50,80
8689,4,113,44,45,42,52,2
8689,48,146,72,12,39,57,25
8689,7,73,45,55,37,93,56
8690,20,35,14,25,59,21,1
8690,40,194,8,58,58,31,44
8690,41,168,26,8,71,41,67
8691,34,80,77,42,68,74,83
8691,18,159,65,68,74,23,63
8691,28,134,100,65,67,41,24
8692,4,113,58,33,87,73,38
8692,32,75,64,18,83,99,49
8692,30,49,83,70,96,33,54
8693,20,35,43,70,72,46,27
8693,28,134,55,18,82,91,76
8693,3,153,33,24,54,83,36
8694,29,159,95,65,66,58,69
8694,14,219,57,29,65,3,68
8694,41,168,28,80,66,95,52
8695,21,191,58,37,64,8,89
8695,33,136,25,94,76,76,9
8695,40,194,6,58,3,67,35
8696,44,135,27,0,68,77,58
8696,27,92,86,34,92,28,89
8696,9,172,8,82,81,66,96
8697,10,61,50,86,90,40,76
8697,7,73,59,71,15,4,26
8697,48,146,97,40,95,19,93
8698,46,187,76,66,52,92,70
8698,22,104,4,72,19,88,32
8698,50,70,74,44,14,84,32
8699,7,73,97,76,71,41,19
8699,9,172,15,22,18,54,22
8699,4,113,18,40,41,10,19
8700,37,199,39,32,46,48,92
8700,46,187,42,96,7,18,60
8700,49,148,38,39,29,37,22
8701,1,102,78,64,12,10,97
8701,32,75,29,35,68,52,79
8701,2,86,20,71,1,26,85
8702,25,103,1,8,57,22,88
8702,2,86,51,62,66,8,20
8702,39,180,25,38,95,62,18
8703,35,21,53,21,76,37,42
8703,17,180,55,96,23,1,38
8703,8,44,24,18,14,34,12
8704,1,102,32,50,30,21,67
8704,35,21,92,3,74,69,98
8704,41,168,85,10,13,70,94
8705,50,70,97,79,31,87,85
8705,48,146,30,68,37,27,84
8705,44,135,21,74,22,24,30
8706,3,153,15,90,19,0,45
8706,24,62,80,69,51,83,90
8706,33,136,5,65,16,86,46
8707,6,76,21,82,20,10,63
8707,13,76,45,59,61,12,30
8707,3,153,4,71,47,70,98
8708,36,201,90,12,49,25,17
8708,20,35,59,92,52,29,87
8708,48,146,11,20,55,72,51
8709,46,187,93,9,22,68,54
8709,27,92,61,24,65,99,52
8709,38,159,72,5,9,22,14
8710,18,159,1,47,5,14,21
8710,42,57,59,88,88,90,86
8710,30,49,72,85,80,3,16
8711,16,91,19,47,50,33,9
8711,25,103,80,63,55,97,16
8711,39,180,27,77,2,50,54
8712,40,194,91,15,78,44,56
8712,8,44,96,58,49,20,68
8712,22,104,41,94,54,85,97
8713,43,138,33,65,21,31,58
8713,8,44,36,2,81,66,36
8713,27,92,56,76,81,69,65
8714,16,91,20,32,33,43,40
8714,15,126,86,79,53,55,12
8714,43,138,36,0,66,67,61
8715,37,199,95,14,76,74,11
8715,41,168,50,71,85,98,91
8715,38,159,4,2,11,34,51
8716,21,191,50,79,100,17,49
8716,43,138,70,77,6,86,65
8716,38,159,90,87,68,64,30
8717,49,148,96,80,38,84,58
8717,4,113,8,95,4,23,42
8717,37,199,38,42,23,98,8
8718,28,134,70,53,9,22,69
8718,47,122,4,45,7,33,92
8718,45,120,17,45,37,43,2
8719,19,199,39,36,94,49,68
8719,49,148,28,67,66,100,57
8719,36,201,87,98,45,1,55
8720,10,61,81,2,60,66,33
8720,30,49,44,42,41,57,85
8720,31,83,81,65,38,72,47
8721,8,44,66,78,7,38,63
8721,40,194,33,47,21,77,97
8721,22,104,31,48,18,62,99
8722,33,136,51,76,24,33,91
8722,28,134,12,67,1,24,74
8722,50,70,8,5,69,50,35
8723,45,120,93,28,43,9,18
8723,37,199,6,15,19,13,92
8723,16,91,73,84,97,72,26
8724,35,21,46,63,18,80,30
8724,42,57,3,42,84,84,74
8724,7,73,52,57,95,32,84
8725,49,148,66,46,92,14,19
8725,15,126,13,74,87,76,2
8725,50,70,28,88,66,77,15
8726,1,102,92,32,81,83,23
8726,43,138,9,66,16,41,90
8726,45,120,33,63,76,14,9
8727,18,159,56,56,78,33,63
8727,9,172,24,68,10,33,13
8727,17,180,78,3,67,8,54
8728,43,138,95,91,67,49,24
8728,40,194,14,18,66,57,86
8728,33,136,70,52,34,59,88
8729,45,120,49,88,24,12,43
8729,32,75,65,29,49,4,9
8729,11,88,36,72,39,94,19
8730,24,62,38,18,57,98,2
8730,7,73,37,13,57,0,62
8730,13,76,40,21,98,25,42
8731,40,194,79,19,62,79,82
8731,14,219,51,89,63,42,63
8731,23,137,23,33,90,32,16
8732,31,83,42,43,59,72,39
8732,13,76,38,56,95,54,18
8732,30,49,25,9,36,4,13
8733,12,156,21,73,6,3,81
8733,23,137,51,32,71,27,79
8733,34,80,5,8,14,99,62
8734,46,187,57,37,55,50,43
8734,16,91,60,23,7,65,97
8734,48,146,25,76,11,79,31
8735,47,122,88,19,71,72,43
8735,25,103,87,56,82,22,50
8735,48,146,94,63,4,46,57
8736,49,148,96,92,12,26,28
8736,30,49,19,54,82,59,11
8736,39,180,43,84,55,2,67
8737,4,113,21,10,91,98,55
8737,23,137,92,29,53,42,97
8737,43,138,46,65,89,76,17
8738,43,138,60,17,98,98,38
8738,22,104,43,40,31,87,4
8738,14,219,23,48,82,18,16
8739,41,168,53,56,25,60,41
8739,42,57,24,49,61,55,11
8739,5,70,51,30,46,79,99
8740,13,76,27,55,97,57,99
8740,5,70,99,56,20,46,64
8740,18,159,74,28,60,93,75
8741,5,70,7,64,25,79,33
8741,18,159,53,59,28,44,67
8741,26,54,92,57,93,12,52
8742,31,83,73,86,23,51,58
8742,11,88,82,89,72,31,93
8742,43,138,14,33,40,77,84
8743,2,86,99,21,16,65,84
8743,49,148,66,79,85,12,40
8743,35,21,39,55,75,73,66
8744,41,168,8,81,37,13,26
8744,8,44,24,77,69,0,33
8744,23,137,70,9,38,51,95
8745,30,49,43,9,70,16,49
8745,9,172,7,1,91,40,33
8745,41,168,81,88,75,43,60
8746,50,70,59,60,14,20,65
8746,45,120,54,83,79,95,28
8746,16,91,11,18,22,92,53
8747,34,80,50,70,66,8,74
8747,2,86,50,71,48,52,79
8747,23,137,66,17,1,43,18
8748,48,146,11,29,61,86,74
8748,17,180,78,56,53,29,67
8748,7,73,37,89,67,59,25
8749,21,191,90,18,90,42,47
8749,13,76,51,80,1,85,64
8749,50,70,71,80,60,44,62
8750,49,148,2,87,71,58,49
8750,41,168,53,94,34,7,98
8750,24,62,19,49,17,5,88
8751,35,21,19,46,45,48,84
8751,12,156,46,35,93,18,32
8751,2,86,90,4,78,98,11
8752,35,21,14,90,6,6,8
8752,30,49,95,81,59,84,97
8752,49,148,83,57,10,21,50
8753,16,91,81,11,79,73,98
8753,20,35,24,2,80,100,4
8753,17,180,46,2,88,88,20
8754,41,168,41,4,34,57,74
8754,39,180,3,61,41,71,98
8754,45,120,47,3,76,100,35
8755,22,104,17,91,89,58,8
8755,30,49,46,19,58,2,67
8755,14,219,13,19,100,99,56
8756,44,135,48,45,81,92,46
8756,43,138,9,20,9,47,46
8756,46,187,22,56,42,79,56
8757,34,80,27,0,71,43,38
8757,17,180,24,52,94,46,65
8757,46,187,31,63,83,5,39
8758,16,91,12,21,35,74,83
8758,31,83,40,29,24,8,78
8758,17,180,8,54,35,7,24
8759,28,134,57,87,30,14,68
8759,35,21,53,47,86,48,11
8759,26,54,58,17,93,20,60
8760,46,187,56,36,66,48,69
8760,19,199,46,94,87,66,22
8760,9,172,16,60,96,8,21
8761,33,136,88,99,55,13,40
8761,17,180,54,88,28,55,15
8761,23,137,11,66,43,98,49
8762,35,21,10,38,50,91,80
8762,48,146,28,8,6,15,96
8762,36,201,53,65,92,21,49
8763,48,146,23,88,82,68,34
8763,44,135,38,51,44,14,52
8763,4,113,72,76,95,22,50
8764,38,159,66,85,31,88,53
8764,13,76,40,51,74,85,5
8764,48,146,56,93,22,37,79
8765,41,168,18,92,45,58,1
8765,39,180,30,4,52,5,52
8765,47,122,65,6,22,98,97
8766,41,168,87,42,90,62,10
8766,40,194,44,11,36,56,17
8766,24,62,2,41,13,77,61
8767,3,153,5,29,43,24,85
8767,36,201,91,79,94,2,2
8767,44,135,17,73,1,40,60
8768,28,134,66,33,31,32,24
8768,50,70,75,83,98,66,41
8768,4,113,32,14,76,3,0
8769,15,126,16,29,80,3,1
8769,43,138,82,56,40,9,50
8769,16,91,5,36,2,2,91
8770,46,187,86,49,4,60,89
8770,3,153,33,51,89,59,26
8770,42,57,20,40,98,53,99
8771,34,80,32,72,58,47,48
8771,45,120,79,33,85,13,53
8771,30,49,0,90,72,2,72
8772,22,104,25,2,60,58,58
8772,31,83,30,8,91,64,36
8772,4,113,96,80,63,1,14
8773,30,49,91,8,85,43,25
8773,41,168,87,74,41,93,35
8773,49,148,32,57,78,40,51
8774,27,92,81,72,3,10,91
8774,12,156,74,73,11,94,8
8774,6,76,9,8,71,58,90
8775,42,57,97,92,90,43,66
8775,32,75,45,67,90,14,30
8775,21,191,17,74,39,6,17
8776,45,120,84,35,84,76,100
8776,38,159,44,98,87,52,92
8776,20,35,50,47,82,85,68
8777,25,103,68,59,77,16,60
8777,32,75,98,94,68,5,12
8777,35,21,90,75,67,47,70
8778,6,76,12,36,4,75,5
8778,32,75,92,65,82,90,95
8778,1,102,96,28,9,56,69
8779,48,146,82,65,46,11,61
8779,31,83,49,5,51,73,0
8779,27,92,16,48,74,6,28
8780,20,35,86,17,44,14,89
8780,22,104,79,16,75,57,36
8780,45,120,62,48,0,98,33
8781,25,103,27,8,90,5,13
8781,19,199,94,34,12,59,35
8781,31,83,57,82,88,39,38
8782,32,75,56,89,68,61,37
8782,12,156,32,21,72,26,6
8782,49,148,43,63,62,45,94
8783,13,76,51,99,96,58,36
8783,3,153,77,54,30,76,89
8783,16,91,82,62,18,90,28
8784,47,122,64,90,37,16,64
8784,38,159,37,37,80,19,90
8784,30,49,36,69,0,81,77
8785,18,159,74,98,91,80,41
8785,11,88,15,10,58,88,16
8785,23,137,45,82,20,46,96
8786,32,75,24,42,47,99,61
8786,2,86,18,4,62,49,48
8786,19,199,16,69,3,10,80
8787,41,168,96,28,62,45,38
8787,6,76,85,7,62,81,37
8787,35,21,53,94,86,26,4
8788,25,103,12,55,15,48,89
8788,13,76,94,29,11,4,49
8788,45,120,62,35,10,32,60
8789,37,199,34,61,13,49,50
8789,40,194,62,74,8,87,63
8789,1,102,39,31,69,82,36
8790,12,156,44,70,49,81,53
8790,44,135,48,54,38,1,44
8790,24,62,83,1,1,83,47
8791,23,137,77,36,2,67,71
8791,18,159,55,88,9,44,37
8791,29,159,38,39,86,26,38
8792,30,49,5,2,100,0,26
8792,6,76,59,34,42,5,55
8792,19,199,79,64,10,14,75
8793,7,73,24,68,83,54,29
8793,27,92,17,34,30,72,66
8793,11,88,19,77,66,69,62
8794,16,91,8,6,94,10,38
8794,20,35,78,61,100,85,23
8794,22,104,11,79,64,17,35
8795,19,199,40,46,20,31,64
8795,27,92,14,41,63,29,51
8795,8,44,89,38,44,46,55
8796,46,187,88,73,76,58,42
8796,29,159,46,85,36,78,93
8796,40,194,34,43,39,75,55
8797,22,104,28,50,6,43,93
8797,21,191,45,84,57,20,32
8797,16,91,56,48,75,24,47
8798,2,86,4,51,9,83,91
8798,15,126,90,6,33,0,28
8798,49,148,40,18,56,78,86
8799,36,201,44,48,68,62,65
8799,26,54,14,5,16,71,92
8799,3,153,83,33,39,13,68
8800,43,138,79,90,42,13,39
8800,41,168,76,39,3,28,68
8800,50,70,71,81,81,11,51
8801,24,62,28,77,46,79,70
8801,21,191,0,38,15,79,6
8801,28,134,76,61,97,32,49
8802,49,148,50,50,77,66,62
8802,39,180,37,73,26,99,72
8802,45,120,23,0,94,7,85
8803,22,104,19,87,70,74,77
8803,12,156,29,80,52,55,55
8803,44,135,1,99,90,23,76
8804,27,92,93,99,51,58,34
8804,17,180,9,78,31,29,91
8804,46,187,36,5,80,33,39
8805,10,61,55,51,51,46,6
8805,47,122,73,97,2,58,20
8805,9,172,12,86,28,56,73
8806,18,159,88,48,21,31,88
8806,7,73,32,5,74,60,93
8806,24,62,27,52,28,53,72
8807,24,62,20,91,81,85,10
8807,10,61,72,82,13,75,86
8807,27,92,72,79,17,10,44
8808,8,44,5,42,93,79,78
8808,32,75,40,0,19,17,87
8808,36,201,34,48,34,85,33
8809,20,35,72,30,18,91,78
8809,23,137,77,84,96,29,33
8809,43,138,65,49,73,27,66
8810,34,80,4,41,33,30,18
8810,26,54,25,69,59,36,94
8810,40,194,98,98,60,21,58
8811,10,61,83,19,75,6,38
8811,11,88,55,96,15,77,58
8811,48,146,22,73,94,95,49
8812,40,194,17,58,98,80,91
8812,17,180,2,32,20,48,89
8812,31,83,64,55,63,88,54
8813,15,126,34,95,66,22,35
8813,20,35,93,17,60,70,62
8813,27,92,1,48,97,30,53
8814,32,75,58,93,69,1,1
8814,35,21,11,24,18,61,6
8814,49,148,66,41,62,34,95
8815,42,57,38,73,40,23,11
8815,29,159,46,98,27,91,49
8815,27,92,5,74,68,18,41
8816,8,44,86,35,55,62,31
8816,31,83,56,70,38,55,27
8816,40,194,78,7,8,12,7
8817,7,73,31,45,25,82,5
8817,35,21,27,4,26,38,60
8817,19,199,91,74,55,14,13
8818,48,146,97,88,94,88,46
8818,21,191,1,6,25,69,84
8818,27,92,87,82,84,47,74
8819,41,168,4,2,28,66,1
8819,22,104,24,40,16,88,43
8819,48,146,92,40,22,86,26
8820,38,159,31,39,96,71,76
8820,30,49,3,7,6,47,78
8820,20,35,50,21,57,26,97
8821,26,54,29,14,57,56,53
8821,42,57,17,55,84,54,73
8821,13,76,44,37,39,72,66
8822,29,159,39,54,93,57,3
8822,39,180,44,85,21,29,12
8822,14,219,72,62,55,97,94
8823,46,187,2,18,94,42,40
8823,33,136,26,69,57,47,14
8823,32,75,65,59,28,32,50
8824,12,156,1,40,94,48,8
8824,20,35,18,90,23,36,90
8824,31,83,5,27,56,2,80
8825,47,122,33,0,83,37,31
8825,9,172,64,7,78,19,46
8825,6,76,92,1,55,53,87
8826,29,159,86,99,42,76,84
8826,35,21,84,23,30,70,33
8826,1,102,59,26,14,100,25
8827,1,102,22,46,67,20,50
8827,20,35,55,99,0,24,75
8827,27,92,8,14,23,10,84
8828,24,62,45,40,97,7,23
8828,41,168,54,85,85,29,65
8828,45,120,43,77,49,18,75
8829,28,134,93,87,57,56,41
8829,4,113,21,57,26,22,16
8829,34,80,1,97,84,70,96
8830,41,168,43,46,45,67,97
8830,7,73,80,10,0,4,34
8830,37,199,82,20,31,78,94
8831,18,159,4,77,31,11,55
8831,45,120,78,20,18,16,86
8831,26,54,66,46,64,100,11
8832,37,199,99,86,91,54,2
8832,11,88,41,46,74,78,39
8832,46,187,67,90,90,64,17
8833,42,57,60,49,35,76,17
8833,18,159,1,37,14,68,66
8833,43,138,25,13,96,42,66
8834,3,153,60,25,78,4,69
8834,49,148,2,42,29,25,67
8834,2,86,10,99,94,65,92
8835,6,76,21,12,99,5,96
8835,41,168,52,51,95,67,30
8835,11,88,100,60,78,85,3
8836,31,83,68,85,27,26,96
8836,8,44,67,91,55,4,24
8836,2,86,18,75,14,12,66
8837,46,187,74,98,45,91,7
8837,20,35,31,38,99,10,27
8837,30,49,79,1,15,23,67
8838,12,156,3,90,64,95,96
8838,3,153,2,10,61,99,42
8838,39,180,6,29,76,73,69
8839,32,75,78,59,12,38,24
8839,11,88,4,69,34,16,23
8839,43,138,75,85,68,24,11
8840,21,191,66,77,63,53,78
8840,11,88,21,14,100,78,78
8840,27,92,54,59,25,46,38
8841,7,73,64,43,24,48,96
8841,13,76,11,84,14,38,94
8841,43,138,53,75,50,66,81
8842,32,75,24,72,26,58,55
8842,24,62,93,8,46,92,88
8842,12,156,64,98,59,21,22
8843,30,49,63,27,35,58,95
8843,12,156,99,89,45,30,34
8843,49,148,67,48,17,91,13
8844,8,44,0,39,8,39,97
8844,15,126,53,57,14,26,28
8844,34,80,21,83,24,27,1
8845,10,61,3,33,66,43,44
8845,23,137,74,79,13,55,34
8845,18,159,89,27,27,31,83
8846,33,136,70,45,58,91,49
8846,23,137,63,8,23,33,43
8846,19,199,8,57,100,36,30
8847,15,126,98,86,34,25,74
8847,22,104,45,47,77,0,66
8847,19,199,46,2,92,42,46
8848,12,156,78,7,8,41,77
8848,8,44,53,60,31,34,84
8848,5,70,15,57,21,20,100
8849,38,159,29,70,87,32,83
8849,41,168,62,35,78,77,4
8849,18,159,20,1,15,57,16
8850,38,159,73,18,26,96,59
8850,29,159,48,29,32,20,56
