employeeId,average_score,training_completed,performance
7882,55.33,3,Average
7883,68.0,3,Average
7884,69.33,3,Average
7885,17.0,3,Poor
7886,74.0,3,Average
7887,80.67,3,Excellent
7888,34.33,3,Poor
7889,35.67,3,Poor
7890,50.67,3,Average
7891,52.33,3,Average
7892,43.33,3,Poor
7893,47.33,3,Poor
7894,25.33,3,Poor
7895,49.33,3,Poor
7896,77.0,3,Average
7897,39.33,3,Poor
7898,71.0,3,Average
7899,50.33,3,Average
7900,29.33,3,Poor
7901,74.0,3,Average
7902,22.67,3,Poor
7903,40.0,3,Poor
7904,63.67,3,Average
7905,75.33,3,Average
7906,32.0,3,Poor
7907,19.67,3,Poor
7908,50.67,3,Average
7909,47.33,3,Poor
7910,39.67,3,Poor
7911,63.0,3,Average
7912,38.67,3,Poor
7913,46.0,3,Poor
7914,63.0,3,Average
7915,38.67,3,Poor
7916,47.33,3,Poor
7917,73.33,3,Average
7918,42.33,3,Poor
7919,60.67,3,Average
7920,62.33,3,Average
7921,61.67,3,Average
7922,48.0,3,Poor
7923,53.67,3,Average
7924,28.0,3,Poor
7925,42.33,3,Poor
7926,24.67,3,Poor
7927,71.67,3,Average
7928,43.0,3,Poor
7929,61.67,3,Average
7930,46.0,3,Poor
7931,80.33,3,Excellent
7932,16.33,3,Poor
7933,32.67,3,Poor
7934,60.67,3,Average
7935,32.0,3,Poor
7936,10.33,3,Poor
7937,34.33,3,Poor
7938,52.0,3,Average
7939,76.33,3,Average
7940,50.33,3,Average
7941,54.0,3,Average
7942,55.67,3,Average
7943,57.67,3,Average
7944,45.0,3,Poor
7945,21.33,3,Poor
7946,62.33,3,Average
7947,45.0,3,Poor
7948,50.33,3,Average
7949,42.33,3,Poor
7950,49.0,3,Poor
7951,29.0,3,Poor
7952,46.0,3,Poor
7953,72.67,3,Average
7954,41.0,3,Poor
7955,35.33,3,Poor
7956,39.67,3,Poor
7957,61.0,3,Average
7958,25.33,3,Poor
7959,15.33,3,Poor
7960,36.0,3,Poor
7961,52.0,3,Average
7962,49.33,3,Poor
7963,54.67,3,Average
7964,35.67,3,Poor
7965,30.33,3,Poor
7966,53.67,3,Average
7967,32.33,3,Poor
7968,57.67,3,Average
7969,52.33,3,Average
7970,43.0,3,Poor
7971,29.0,3,Poor
7972,50.0,3,Average
7973,38.0,3,Poor
7974,25.67,3,Poor
7975,38.33,3,Poor
7976,38.0,3,Poor
7977,78.0,3,Average
7978,49.67,3,Poor
7979,57.33,3,Average
7980,32.0,3,Poor
7981,64.33,3,Average
7982,55.0,3,Average
7983,80.67,3,Excellent
7984,76.33,3,Average
7985,76.33,3,Average
7986,49.67,3,Poor
7987,47.0,3,Poor
7988,71.0,3,Average
7989,31.67,3,Poor
7990,43.0,3,Poor
7991,32.33,3,Poor
7992,35.67,3,Poor
7993,16.67,3,Poor
7994,66.67,3,Average
7995,44.0,3,Poor
7996,45.67,3,Poor
7997,29.67,3,Poor
7998,36.67,3,Poor
7999,77.67,3,Average
8000,62.33,3,Average
8001,60.33,3,Average
8002,76.67,3,Average
8003,35.67,3,Poor
8004,44.67,3,Poor
8005,36.67,3,Poor
8006,63.33,3,Average
8007,58.33,3,Average
8008,80.33,3,Excellent
8009,33.33,3,Poor
8010,73.0,3,Average
8011,68.33,3,Average
8012,82.67,3,Excellent
8013,70.67,3,Average
8014,69.33,3,Average
8015,53.67,3,Average
8016,85.67,3,Excellent
8017,42.33,3,Poor
8018,44.33,3,Poor
8019,22.33,3,Poor
8020,24.33,3,Poor
8021,72.0,3,Average
8022,78.33,3,Average
8023,82.67,3,Excellent
8024,14.67,3,Poor
8025,50.0,3,Average
8026,50.67,3,Average
8027,59.67,3,Average
8028,56.67,3,Average
8029,68.67,3,Average
8030,18.0,3,Poor
8031,81.33,3,Excellent
8032,66.0,3,Average
8033,19.67,3,Poor
8034,51.33,3,Average
8035,51.33,3,Average
8036,48.0,3,Poor
8037,73.67,3,Average
8038,49.67,3,Poor
8039,62.67,3,Average
8040,67.33,3,Average
8041,45.33,3,Poor
8042,58.33,3,Average
8043,57.67,3,Average
8044,54.33,3,Average
8045,61.0,3,Average
8046,47.67,3,Poor
8047,64.33,3,Average
8048,73.0,3,Average
8049,74.33,3,Average
8050,47.33,3,Poor
8051,60.0,3,Average
8052,54.33,3,Average
8053,51.67,3,Average
8054,63.33,3,Average
8055,55.0,3,Average
8056,46.67,3,Poor
8057,58.33,3,Average
8058,77.33,3,Average
8059,71.67,3,Average
8060,40.67,3,Poor
8061,54.33,3,Average
8062,27.33,3,Poor
8063,32.0,3,Poor
8064,60.33,3,Average
8065,66.0,3,Average
8066,50.33,3,Average
8067,85.67,3,Excellent
8068,62.33,3,Average
8069,80.33,3,Excellent
8070,8.33,3,Poor
8071,69.67,3,Average
8072,96.33,3,Excellent
8073,74.67,3,Average
8074,54.33,3,Average
8075,41.33,3,Poor
8076,85.0,3,Excellent
8077,17.67,3,Poor
8078,69.0,3,Average
8079,39.33,3,Poor
8080,43.0,3,Poor
8081,66.33,3,Average
8082,22.67,3,Poor
8083,26.33,3,Poor
8084,76.67,3,Average
8085,40.0,3,Poor
8086,70.67,3,Average
8087,52.33,3,Average
8088,60.33,3,Average
8089,55.67,3,Average
8090,56.33,3,Average
8091,65.33,3,Average
8092,45.33,3,Poor
8093,40.0,3,Poor
8094,48.67,3,Poor
8095,53.33,3,Average
8096,42.67,3,Poor
8097,29.67,3,Poor
8098,48.0,3,Poor
8099,41.0,3,Poor
8100,46.0,3,Poor
8101,53.0,3,Average
8102,60.0,3,Average
8103,32.0,3,Poor
8104,55.33,3,Average
8105,87.67,3,Excellent
8106,57.0,3,Average
8107,49.0,3,Poor
8108,94.0,3,Excellent
8109,59.33,3,Average
8110,24.67,3,Poor
8111,65.33,3,Average
8112,82.0,3,Excellent
8113,54.67,3,Average
8114,17.33,3,Poor
8115,60.0,3,Average
8116,61.33,3,Average
8117,42.0,3,Poor
8118,46.33,3,Poor
8119,24.67,3,Poor
8120,27.67,3,Poor
8121,42.67,3,Poor
8122,70.0,3,Average
8123,51.67,3,Average
8124,51.0,3,Average
8125,34.33,3,Poor
8126,78.0,3,Average
8127,55.33,3,Average
8128,40.33,3,Poor
8129,53.33,3,Average
8130,37.0,3,Poor
8131,59.67,3,Average
8132,81.0,3,Excellent
8133,65.67,3,Average
8134,49.33,3,Poor
8135,54.67,3,Average
8136,24.67,3,Poor
8137,61.0,3,Average
8138,30.33,3,Poor
8139,44.67,3,Poor
8140,85.0,3,Excellent
8141,48.67,3,Poor
8142,64.67,3,Average
8143,61.0,3,Average
8144,60.0,3,Average
8145,62.0,3,Average
8146,76.33,3,Average
8147,45.33,3,Poor
8148,41.33,3,Poor
8149,67.33,3,Average
8150,65.0,3,Average
8151,68.33,3,Average
8152,23.67,3,Poor
8153,66.0,3,Average
8154,68.33,3,Average
8155,50.0,3,Average
8156,75.67,3,Average
8157,65.33,3,Average
8158,37.0,3,Poor
8159,21.67,3,Poor
8160,58.67,3,Average
8161,28.0,3,Poor
8162,38.67,3,Poor
8163,21.67,3,Poor
8164,45.0,3,Poor
8165,68.0,3,Average
8166,33.0,3,Poor
8167,37.33,3,Poor
8168,89.0,3,Excellent
8169,59.33,3,Average
8170,59.67,3,Average
8171,44.0,3,Poor
8172,46.67,3,Poor
8173,41.67,3,Poor
8174,65.33,3,Average
8175,43.33,3,Poor
8176,33.0,3,Poor
8177,29.67,3,Poor
8178,18.0,3,Poor
8179,22.33,3,Poor
8180,52.33,3,Average
8181,62.0,3,Average
8182,44.0,3,Poor
8183,19.0,3,Poor
8184,28.0,3,Poor
8185,54.67,3,Average
8186,74.67,3,Average
8187,50.33,3,Average
8188,20.33,3,Poor
8189,56.0,3,Average
8190,87.33,3,Excellent
8191,70.67,3,Average
8192,63.33,3,Average
8193,87.67,3,Excellent
8194,44.33,3,Poor
8195,41.0,3,Poor
8196,30.0,3,Poor
8197,59.33,3,Average
8198,65.67,3,Average
8199,57.33,3,Average
8200,59.67,3,Average
8201,26.33,3,Poor
8202,44.67,3,Poor
8203,43.67,3,Poor
8204,51.0,3,Average
8205,56.33,3,Average
8206,43.67,3,Poor
8207,51.0,3,Average
8208,73.67,3,Average
8209,67.0,3,Average
8210,22.0,3,Poor
8211,67.67,3,Average
8212,49.67,3,Poor
8213,54.67,3,Average
8214,58.67,3,Average
8215,30.0,3,Poor
8216,80.0,3,Excellent
8217,30.33,3,Poor
8218,28.67,3,Poor
8219,12.0,3,Poor
8220,39.33,3,Poor
8221,79.0,3,Average
8222,29.67,3,Poor
8223,60.0,3,Average
8224,56.33,3,Average
8225,81.0,3,Excellent
8226,65.33,3,Average
8227,39.0,3,Poor
8228,66.0,3,Average
8229,64.0,3,Average
8230,9.0,3,Poor
8231,27.33,3,Poor
8232,71.33,3,Average
8233,55.67,3,Average
8234,55.33,3,Average
8235,79.33,3,Average
8236,49.33,3,Poor
8237,37.33,3,Poor
8238,59.67,3,Average
8239,27.33,3,Poor
8240,11.0,3,Poor
8241,57.0,3,Average
8242,43.67,3,Poor
8243,65.33,3,Average
8244,44.33,3,Poor
8245,64.67,3,Average
8246,83.0,3,Excellent
8247,42.0,3,Poor
8248,82.67,3,Excellent
8249,45.0,3,Poor
8250,51.33,3,Average
8251,73.33,3,Average
8252,35.0,3,Poor
8253,51.33,3,Average
8254,47.0,3,Poor
8255,74.33,3,Average
8256,44.0,3,Poor
8257,71.33,3,Average
8258,56.33,3,Average
8259,34.0,3,Poor
8260,59.0,3,Average
8261,60.67,3,Average
8262,48.0,3,Poor
8263,9.33,3,Poor
8264,44.0,3,Poor
8265,52.33,3,Average
8266,40.0,3,Poor
8267,59.67,3,Average
8268,41.0,3,Poor
8269,23.0,3,Poor
8270,38.0,3,Poor
8271,46.0,3,Poor
8272,27.33,3,Poor
8273,65.67,3,Average
8274,48.33,3,Poor
8275,22.67,3,Poor
8276,40.0,3,Poor
8277,80.33,3,Excellent
8278,37.67,3,Poor
8279,77.33,3,Average
8280,67.0,3,Average
8281,36.0,3,Poor
8282,30.67,3,Poor
8283,53.67,3,Average
8284,72.0,3,Average
8285,42.0,3,Poor
8286,59.67,3,Average
8287,48.33,3,Poor
8288,73.67,3,Average
8289,63.67,3,Average
8290,47.67,3,Poor
8291,45.0,3,Poor
8292,84.33,3,Excellent
8293,64.33,3,Average
8294,64.0,3,Average
8295,69.0,3,Average
8296,54.0,3,Average
8297,46.67,3,Poor
8298,42.33,3,Poor
8299,27.67,3,Poor
8300,33.33,3,Poor
8301,42.67,3,Poor
8302,65.33,3,Average
8303,57.0,3,Average
8304,30.0,3,Poor
8305,54.33,3,Average
8306,52.33,3,Average
8307,37.67,3,Poor
8308,41.33,3,Poor
8309,61.67,3,Average
8310,31.67,3,Poor
8311,47.0,3,Poor
8312,43.33,3,Poor
8313,56.33,3,Average
8314,19.67,3,Poor
8315,47.67,3,Poor
8316,29.33,3,Poor
8317,38.67,3,Poor
8318,70.33,3,Average
8319,49.33,3,Poor
8320,40.33,3,Poor
8321,10.67,3,Poor
8322,73.67,3,Average
8323,80.33,3,Excellent
8324,46.67,3,Poor
8325,60.33,3,Average
8326,9.67,3,Poor
8327,23.33,3,Poor
8328,62.0,3,Average
8329,13.0,3,Poor
8330,67.67,3,Average
8331,9.67,3,Poor
8332,33.33,3,Poor
8333,36.67,3,Poor
8334,72.33,3,Average
8335,56.33,3,Average
8336,44.0,3,Poor
8337,91.0,3,Excellent
8338,43.33,3,Poor
8339,75.67,3,Average
8340,20.0,3,Poor
8341,81.0,3,Excellent
8342,86.0,3,Excellent
8343,59.67,3,Average
8344,45.67,3,Poor
8345,86.0,3,Excellent
8346,34.0,3,Poor
8347,69.67,3,Average
8348,64.67,3,Average
8349,55.0,3,Average
8350,54.67,3,Average
8351,38.0,3,Poor
8352,48.33,3,Poor
8353,68.67,3,Average
8354,48.33,3,Poor
8355,65.33,3,Average
8356,57.0,3,Average
8357,63.67,3,Average
8358,59.33,3,Average
8359,55.33,3,Average
8360,73.0,3,Average
8361,65.0,3,Average
8362,62.67,3,Average
8363,33.67,3,Poor
8364,57.33,3,Average
8365,33.67,3,Poor
8366,40.33,3,Poor
8367,42.67,3,Poor
8368,38.67,3,Poor
8369,58.0,3,Average
8370,85.33,3,Excellent
8371,53.33,3,Average
8372,32.33,3,Poor
8373,66.33,3,Average
8374,28.33,3,Poor
8375,47.33,3,Poor
8376,32.33,3,Poor
8377,41.33,3,Poor
8378,45.0,3,Poor
8379,65.0,3,Average
8380,25.0,3,Poor
8381,42.0,3,Poor
8382,49.67,3,Poor
8383,37.33,3,Poor
8384,46.67,3,Poor
8385,41.0,3,Poor
8386,49.67,3,Poor
8387,37.0,3,Poor
8388,62.67,3,Average
8389,53.0,3,Average
8390,48.0,3,Poor
8391,10.33,3,Poor
8392,55.67,3,Average
8393,73.33,3,Average
8394,54.67,3,Average
8395,36.0,3,Poor
8396,57.67,3,Average
8397,25.0,3,Poor
8398,43.33,3,Poor
8399,59.33,3,Average
8400,39.33,3,Poor
8401,59.0,3,Average
8402,79.0,3,Average
8403,56.0,3,Average
8404,58.33,3,Average
8405,46.67,3,Poor
8406,70.33,3,Average
8407,46.67,3,Poor
8408,62.0,3,Average
8409,50.33,3,Average
8410,8.0,3,Poor
8411,35.33,3,Poor
8412,44.67,3,Poor
8413,56.67,3,Average
8414,20.67,3,Poor
8415,35.0,3,Poor
8416,50.0,3,Average
8417,48.33,3,Poor
8418,40.67,3,Poor
8419,28.0,3,Poor
8420,18.67,3,Poor
8421,34.67,3,Poor
8422,38.0,3,Poor
8423,71.33,3,Average
8424,39.67,3,Poor
8425,49.0,3,Poor
8426,56.67,3,Average
8427,68.0,3,Average
8428,66.0,3,Average
8429,41.67,3,Poor
8430,53.33,3,Average
8431,37.67,3,Poor
8432,44.33,3,Poor
8433,55.67,3,Average
8434,46.0,3,Poor
8435,49.33,3,Poor
8436,21.33,3,Poor
8437,56.67,3,Average
8438,55.33,3,Average
8439,48.67,3,Poor
8440,54.0,3,Average
8441,25.0,3,Poor
8442,46.67,3,Poor
8443,73.67,3,Average
8444,62.33,3,Average
8445,37.67,3,Poor
8446,61.67,3,Average
8447,58.33,3,Average
8448,47.67,3,Poor
8449,11.0,3,Poor
8450,52.33,3,Average
8451,36.67,3,Poor
8452,54.33,3,Average
8453,80.67,3,Excellent
8454,37.0,3,Poor
8455,48.0,3,Poor
8456,29.0,3,Poor
8457,65.0,3,Average
8458,53.33,3,Average
8459,43.67,3,Poor
8460,67.33,3,Average
8461,42.0,3,Poor
8462,30.33,3,Poor
8463,40.67,3,Poor
8464,58.0,3,Average
8465,80.0,3,Excellent
8466,49.33,3,Poor
8467,48.33,3,Poor
8468,61.33,3,Average
8469,37.67,3,Poor
8470,27.33,3,Poor
8471,51.33,3,Average
8472,38.0,3,Poor
8473,40.33,3,Poor
8474,42.67,3,Poor
8475,75.0,3,Average
8476,85.33,3,Excellent
8477,51.67,3,Average
8478,64.0,3,Average
8479,19.0,3,Poor
8480,66.33,3,Average
8481,62.33,3,Average
8482,60.33,3,Average
8483,75.0,3,Average
8484,37.67,3,Poor
8485,60.67,3,Average
8486,40.33,3,Poor
8487,68.33,3,Average
8488,51.67,3,Average
8489,64.33,3,Average
8490,55.33,3,Average
8491,32.67,3,Poor
8492,86.67,3,Excellent
8493,32.0,3,Poor
8494,54.67,3,Average
8495,53.67,3,Average
8496,30.0,3,Poor
8497,38.33,3,Poor
8498,51.33,3,Average
8499,39.67,3,Poor
8500,44.0,3,Poor
8501,25.67,3,Poor
8502,50.67,3,Average
8503,65.33,3,Average
8504,61.33,3,Average
8505,19.67,3,Poor
8506,51.0,3,Average
8507,33.33,3,Poor
8508,37.33,3,Poor
8509,62.33,3,Average
8510,24.33,3,Poor
8511,45.0,3,Poor
8512,71.67,3,Average
8513,65.33,3,Average
8514,41.67,3,Poor
8515,55.67,3,Average
8516,50.67,3,Average
8517,33.0,3,Poor
8518,40.0,3,Poor
8519,18.33,3,Poor
8520,45.0,3,Poor
8521,70.0,3,Average
8522,67.33,3,Average
8523,28.0,3,Poor
8524,52.33,3,Average
8525,86.0,3,Excellent
8526,47.33,3,Poor
8527,46.67,3,Poor
8528,46.67,3,Poor
8529,16.33,3,Poor
8530,69.0,3,Average
8531,67.33,3,Average
8532,58.33,3,Average
8533,63.67,3,Average
8534,36.0,3,Poor
8535,31.33,3,Poor
8536,44.67,3,Poor
8537,25.0,3,Poor
8538,34.33,3,Poor
8539,71.33,3,Average
8540,41.67,3,Poor
8541,79.67,3,Average
8542,43.0,3,Poor
8543,51.67,3,Average
8544,67.67,3,Average
8545,70.0,3,Average
8546,83.67,3,Excellent
8547,42.0,3,Poor
8548,41.33,3,Poor
8549,55.0,3,Average
8550,76.67,3,Average
8551,50.33,3,Average
8552,37.0,3,Poor
8553,48.33,3,Poor
8554,73.0,3,Average
8555,24.67,3,Poor
8556,45.33,3,Poor
8557,24.33,3,Poor
8558,59.67,3,Average
8559,64.33,3,Average
8560,72.67,3,Average
8561,48.67,3,Poor
8562,94.67,3,Excellent
8563,60.0,3,Average
8564,37.33,3,Poor
8565,71.33,3,Average
8566,74.33,3,Average
8567,76.33,3,Average
8568,39.67,3,Poor
8569,64.33,3,Average
8570,69.33,3,Average
8571,29.67,3,Poor
8572,38.67,3,Poor
8573,45.33,3,Poor
8574,76.67,3,Average
8575,87.67,3,Excellent
8576,70.0,3,Average
8577,51.67,3,Average
8578,31.33,3,Poor
8579,69.0,3,Average
8580,32.67,3,Poor
8581,39.67,3,Poor
8582,46.0,3,Poor
8583,89.0,3,Excellent
8584,45.67,3,Poor
8585,25.0,3,Poor
8586,23.33,3,Poor
8587,46.67,3,Poor
8588,55.67,3,Average
8589,52.0,3,Average
8590,3.67,3,Poor
8591,63.67,3,Average
8592,42.0,3,Poor
8593,19.0,3,Poor
8594,45.67,3,Poor
8595,61.0,3,Average
8596,24.0,3,Poor
8597,55.67,3,Average
8598,62.0,3,Average
8599,56.67,3,Average
8600,61.0,3,Average
8601,48.0,3,Poor
8602,14.67,3,Poor
8603,62.0,3,Average
8604,65.0,3,Average
8605,50.33,3,Average
8606,42.0,3,Poor
8607,58.67,3,Average
8608,48.67,3,Poor
8609,90.0,3,Excellent
8610,34.67,3,Poor
8611,64.0,3,Average
8612,43.0,3,Poor
8613,32.67,3,Poor
8614,54.33,3,Average
8615,17.0,3,Poor
8616,67.67,3,Average
8617,50.33,3,Average
8618,75.33,3,Average
8619,41.0,3,Poor
8620,69.67,3,Average
8621,50.0,3,Average
8622,45.0,3,Poor
8623,54.33,3,Average
8624,35.67,3,Poor
8625,32.67,3,Poor
8626,33.0,3,Poor
8627,83.67,3,Excellent
8628,28.0,3,Poor
8629,28.67,3,Poor
8630,68.0,3,Average
8631,58.0,3,Average
8632,64.33,3,Average
8633,78.33,3,Average
8634,51.67,3,Average
8635,71.33,3,Average
8636,48.67,3,Poor
8637,59.67,3,Average
8638,64.0,3,Average
8639,51.67,3,Average
8640,49.0,3,Poor
8641,64.33,3,Average
8642,49.67,3,Poor
8643,57.67,3,Average
8644,66.67,3,Average
8645,64.0,3,Average
8646,43.67,3,Poor
8647,58.0,3,Average
8648,30.33,3,Poor
8649,55.0,3,Average
8650,23.67,3,Poor
8651,21.67,3,Poor
8652,43.67,3,Poor
8653,24.33,3,Poor
8654,29.33,3,Poor
8655,21.33,3,Poor
8656,42.67,3,Poor
8657,47.67,3,Poor
8658,19.33,3,Poor
8659,46.67,3,Poor
8660,28.33,3,Poor
8661,33.33,3,Poor
8662,32.67,3,Poor
8663,31.67,3,Poor
8664,46.33,3,Poor
8665,19.67,3,Poor
8666,25.33,3,Poor
8667,73.33,3,Average
8668,66.0,3,Average
8669,48.67,3,Poor
8670,62.67,3,Average
8671,64.67,3,Average
8672,58.33,3,Average
8673,64.33,3,Average
8674,70.67,3,Average
8675,55.67,3,Average
8676,61.33,3,Average
8677,26.67,3,Poor
8678,58.67,3,Average
8679,86.67,3,Excellent
8680,75.67,3,Average
8681,39.0,3,Poor
8682,41.0,3,Poor
8683,44.33,3,Poor
8684,69.67,3,Average
8685,41.67,3,Poor
8686,42.0,3,Poor
8687,45.67,3,Poor
8688,74.0,3,Average
8689,27.67,3,Poor
8690,37.33,3,Poor
8691,56.67,3,Average
8692,47.0,3,Poor
8693,46.33,3,Poor
8694,63.0,3,Average
8695,44.33,3,Poor
8696,81.0,3,Excellent
8697,65.0,3,Average
8698,44.67,3,Poor
8699,20.0,3,Poor
8700,58.0,3,Average
8701,87.0,3,Excellent
8702,42.0,3,Poor
8703,30.67,3,Poor
8704,86.33,3,Excellent
8705,66.33,3,Average
8706,60.33,3,Average
8707,63.67,3,Average
8708,51.67,3,Average
8709,40.0,3,Poor
8710,41.0,3,Poor
8711,26.33,3,Poor
8712,73.67,3,Average
8713,53.0,3,Average
8714,37.67,3,Poor
8715,51.0,3,Average
8716,48.0,3,Poor
8717,36.0,3,Poor
8718,54.33,3,Average
8719,60.0,3,Average
8720,55.0,3,Average
8721,86.33,3,Excellent
8722,66.67,3,Average
8723,45.33,3,Poor
8724,62.67,3,Average
8725,12.0,3,Poor
8726,40.67,3,Poor
8727,43.33,3,Poor
8728,66.0,3,Average
8729,23.67,3,Poor
8730,35.33,3,Poor
8731,53.67,3,Average
8732,23.33,3,Poor
8733,74.0,3,Average
8734,57.0,3,Average
8735,50.0,3,Average
8736,35.33,3,Poor
8737,56.33,3,Average
8738,19.33,3,Poor
8739,50.33,3,Average
8740,79.33,3,Average
8741,50.67,3,Average
8742,78.33,3,Average
8743,63.33,3,Average
8744,51.33,3,Average
8745,47.33,3,Poor
8746,48.67,3,Poor
8747,57.0,3,Average
8748,55.33,3,Average
8749,57.67,3,Average
8750,78.33,3,Average
8751,42.33,3,Poor
8752,51.67,3,Average
8753,40.67,3,Poor
8754,69.0,3,Average
8755,43.67,3,Poor
8756,49.33,3,Poor
8757,47.33,3,Poor
8758,61.67,3,Average
8759,46.33,3,Poor
8760,37.33,3,Poor
8761,34.67,3,Poor
8762,75.0,3,Average
8763,45.33,3,Poor
8764,45.67,3,Poor
8765,50.0,3,Average
8766,29.33,3,Poor
8767,49.0,3,Poor
8768,21.67,3,Poor
8769,47.33,3,Poor
8770,71.33,3,Average
8771,57.67,3,Average
8772,36.0,3,Poor
8773,37.0,3,Poor
8774,63.0,3,Average
8775,37.67,3,Poor
8776,86.67,3,Excellent
8777,47.33,3,Poor
8778,56.33,3,Average
8779,29.67,3,Poor
8780,52.67,3,Average
8781,28.67,3,Poor
8782,45.67,3,Poor
8783,51.0,3,Average
8784,77.0,3,Average
8785,51.0,3,Average
8786,63.0,3,Average
8787,26.33,3,Poor
8788,66.0,3,Average
8789,49.67,3,Poor
8790,48.0,3,Poor
8791,48.67,3,Poor
8792,52.0,3,Average
8793,52.33,3,Average
8794,32.0,3,Poor
8795,56.67,3,Average
8796,63.33,3,Average
8797,57.33,3,Average
8798,68.33,3,Average
8799,75.0,3,Average
8800,52.67,3,Average
8801,41.67,3,Poor
8802,73.0,3,Average
8803,69.33,3,Average
8804,54.67,3,Average
8805,33.0,3,Poor
8806,84.33,3,Excellent
8807,46.67,3,Poor
8808,66.0,3,Average
8809,59.0,3,Average
8810,56.67,3,Average
8811,48.33,3,Poor
8812,78.0,3,Average
8813,50.0,3,Average
8814,34.0,3,Poor
8815,33.67,3,Poor
8816,21.67,3,Poor
8817,26.0,3,Poor
8818,68.0,3,Average
8819,23.33,3,Poor
8820,83.67,3,Excellent
8821,64.0,3,Average
8822,36.33,3,Poor
8823,34.67,3,Poor
8824,59.33,3,Average
8825,54.67,3,Average
8826,47.33,3,Poor
8827,69.67,3,Average
8828,54.33,3,Average
8829,51.0,3,Average
8830,75.0,3,Average
8831,50.67,3,Average
8832,19.33,3,Poor
8833,49.67,3,Poor
8834,76.0,3,Average
8835,43.0,3,Poor
8836,62.0,3,Average
8837,33.67,3,Poor
8838,69.0,3,Average
8839,19.33,3,Poor
8840,64.67,3,Average
8841,90.33,3,Excellent
8842,55.0,3,Average
8843,47.33,3,Poor
8844,42.0,3,Poor
8845,53.67,3,Average
8846,40.67,3,Poor
8847,62.0,3,Average
8848,87.0,3,Excellent
8849,34.33,3,Poor
8850,47.0,3,Poor
8851,44.33,3,Poor
8852,49.33,3,Poor
8853,36.67,3,Poor
8854,44.67,3,Poor
8855,48.67,3,Poor
8856,60.33,3,Average
8857,17.33,3,Poor
8858,54.33,3,Average
8859,77.67,3,Average
8860,59.0,3,Average
8861,37.33,3,Poor
8862,32.67,3,Poor
8863,23.0,3,Poor
8864,76.67,3,Average
8865,65.0,3,Average
8866,11.0,3,Poor
8867,16.33,3,Poor
8868,47.67,3,Poor
8869,51.33,3,Average
8870,41.33,3,Poor
8871,35.0,3,Poor
8872,62.33,3,Average
8873,59.67,3,Average
8874,34.33,3,Poor
8875,25.0,3,Poor
8876,77.33,3,Average
8877,69.33,3,Average
8878,47.67,3,Poor
8879,23.67,3,Poor
8880,15.33,3,Poor
8881,49.33,3,Poor
8882,44.67,3,Poor
8883,42.0,3,Poor
8884,28.67,3,Poor
8885,34.67,3,Poor
8886,38.0,3,Poor
8887,61.0,3,Average
8888,19.33,3,Poor
8889,57.67,3,Average
8890,64.67,3,Average
8891,44.0,3,Poor
8892,61.33,3,Average
8893,36.0,3,Poor
8894,31.33,3,Poor
8895,37.33,3,Poor
8896,58.0,3,Average
8897,29.0,3,Poor
8898,66.33,3,Average
8899,55.0,3,Average
8900,49.67,3,Poor
8901,28.0,3,Poor
8902,57.67,3,Average
8903,10.0,3,Poor
8904,58.0,3,Average
8905,29.67,3,Poor
8906,9.67,3,Poor
8907,62.67,3,Average
8908,56.33,3,Average
8909,27.67,3,Poor
8910,66.67,3,Average
8911,58.33,3,Average
8912,9.33,3,Poor
8913,30.33,3,Poor
8914,46.0,3,Poor
8915,73.33,3,Average
8916,25.0,3,Poor
8917,52.33,3,Average
8918,70.67,3,Average
8919,39.0,3,Poor
8920,42.33,3,Poor
8921,52.67,3,Average
8922,63.0,3,Average
8923,49.0,3,Poor
8924,81.0,3,Excellent
8925,40.0,3,Poor
8926,34.67,3,Poor
8927,50.67,3,Average
8928,55.67,3,Average
8929,60.0,3,Average
8930,40.67,3,Poor
8931,42.0,3,Poor
8932,46.67,3,Poor
8933,44.0,3,Poor
8934,74.33,3,Average
8935,71.67,3,Average
8936,67.33,3,Average
8937,29.33,3,Poor
8938,89.33,3,Excellent
8939,44.33,3,Poor
8940,31.33,3,Poor
8941,58.0,3,Average
8942,41.33,3,Poor
8943,62.67,3,Average
8944,52.67,3,Average
8945,53.33,3,Average
8946,80.67,3,Excellent
8947,49.0,3,Poor
8948,28.33,3,Poor
8949,58.33,3,Average
8950,42.0,3,Poor
8951,40.33,3,Poor
8952,59.0,3,Average
8953,71.0,3,Average
8954,49.33,3,Poor
8955,62.0,3,Average
8956,77.0,3,Average
8957,54.33,3,Average
8958,76.0,3,Average
8959,33.67,3,Poor
8960,62.0,3,Average
8961,73.33,3,Average
8962,56.33,3,Average
8963,63.33,3,Average
8964,72.33,3,Average
8965,36.33,3,Poor
8966,73.33,3,Average
8967,18.0,3,Poor
8968,68.33,3,Average
8969,39.33,3,Poor
8970,42.67,3,Poor
8971,19.67,3,Poor
8972,67.67,3,Average
8973,41.0,3,Poor
8974,46.0,3,Poor
8975,50.0,3,Average
8976,20.67,3,Poor
8977,16.67,3,Poor
8978,60.67,3,Average
8979,94.0,3,Excellent
8980,67.33,3,Average
8981,34.33,3,Poor
8982,42.0,3,Poor
8983,40.33,3,Poor
8984,41.67,3,Poor
8985,66.0,3,Average
8986,37.67,3,Poor
8987,34.67,3,Poor
8988,84.67,3,Excellent
8989,37.0,3,Poor
8990,30.0,3,Poor
8991,61.33,3,Average
